                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                    3350                                     1450                  7.5000000000000000E-001                  2.9999999999999997E-004                  1.5744816000617893E+010                  5.9538191500739149E+003                  4.9659489434584893E+003                  4.7366582518429442E+002                  2.9443562913400250E+001                  2.1034646132291286E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9967671136630287E-001                  8.6120841971245524E-007                  2.1178970391232574E-004                  3.3624632067664392E-006                  3.6385782296909284E-005                  7.3983572629268746E-001                 -7.5328094675952450E-010                  2.6389774746990696E-001                  3.7981866778476814E-005                  4.7567903967244285E-001                  2.2001951685434381E-006                  1.0306193113001284E-004                  4.6933478122363925E-005                  2.3322689030844379E-005                  3.9451429513689956E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.3983357060777977E-001                  2.9386049515837616E+001                  7.3983188964590096E-001                  2.9336741767399371E+001                  1.8597367145385346E+006                  9.2127168604656993E+002                  1.5619360463779107E+007                  4.7026580767868091E+002                  4.7026580517905819E+002                  2.4968407107565737E-006                  3.2204926174421999E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  4.9687726481798253E+017                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20210120" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  7.3983572629268746E-001                  1.4689903620514730E+000                  3.6960022558161412E+000                 -7.6807266221987556E+000                  3.8477737106400252E+000                  7.6524575867726174E-001                  2.3446036088303118E-001                  2.9388043970701716E-004 
                                       2                  7.3983572629231753E-001                  1.4689903619097864E+000                  3.6960022825227159E+000                 -7.6807266017877813E+000                  3.8477737577774049E+000                  7.6524575867726174E-001                  2.3446036088303118E-001                  2.9388043970701716E-004 
                                       3                  7.3983572629095351E-001                  1.4689903613873245E+000                  3.6960023556097794E+000                 -7.6807265459298444E+000                  3.8477738867766735E+000                  7.6524575867726174E-001                  2.3446036088303118E-001                  2.9388043970701716E-004 
                                       4                  7.3983572628757233E-001                  1.4689903600922374E+000                  3.6960025286689646E+000                 -7.6807264136675419E+000                  3.8477741922266842E+000                  7.6524575867726174E-001                  2.3446036088303118E-001                  2.9388043970701716E-004 
                                       5                  7.3983572627971728E-001                  1.4689903570836482E+000                  3.6960028429636744E+000                 -7.6807261734682495E+000                  3.8477747469541685E+000                  7.6524575867726174E-001                  2.3446036088303118E-001                  2.9388043970701716E-004 
                                       6                  7.3983572626716609E-001                  1.4689903522763292E+000                  3.6960033874760141E+000                 -7.6807257573359085E+000                  3.8477757080035651E+000                  7.6524575867726174E-001                  2.3446036088303118E-001                  2.9388043970701716E-004 
                                       7                  7.3983572624436411E-001                  1.4689903435428042E+000                  3.6960043772110960E+000                 -7.6807250009857340E+000                  3.8477774548251400E+000                  7.6524575867726174E-001                  2.3446036088303118E-001                  2.9388043970701716E-004 
                                       8                  7.3983572620290716E-001                  1.4689903276641929E+000                  3.6960061619920834E+000                 -7.6807236371787591E+000                  3.8477806047431304E+000                  7.6524575867726174E-001                  2.3446036088303118E-001                  2.9388043970701716E-004 
                                       9                  7.3983572612849025E-001                  1.4689902991613684E+000                  3.6960092907670736E+000                 -7.6807212467389778E+000                  3.8477861262964184E+000                  7.6524575867726174E-001                  2.3446036088303118E-001                  2.9388043970701716E-004 
                                      10                  7.3983572599978764E-001                  1.4689902498666887E+000                  3.6960145739906975E+000                 -7.6807172112980080E+000                  3.8477954489298498E+000                  7.6524575867726174E-001                  2.3446036088303118E-001                  2.9388043970701716E-004 
