                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                    7314                                     1638                  7.5000000000000000E-001                  2.9999999999999997E-004                  1.5753222914862865E+010                  8.0309021829734036E+002                  4.6186828305381969E+003                  1.7786112972429819E+003                  6.5957332010916232E+001                  2.4257405327660070E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9966755135766405E-001                  1.0017759395301017E-005                  2.1178969930320845E-004                  3.3659188931474541E-006                  3.6385788876143457E-005                  7.2068224888405663E-001                 -6.5090595187900600E-009                  1.7398707488454127E-001                  1.5343339993534186E-005                  5.4643689463772127E-001                  3.0577331128353350E-005                  1.1397879561555056E-004                  3.1300823686199822E-005                  2.2751996880942445E-005                  4.9308155637837225E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  7.2065034409740703E-001                  6.5667976070714971E+001                  7.2063276498294526E-001                  6.5484225157040370E+001                  6.3176604274568306E+006                  1.0392572494078996E+002                  4.0519378798570731E+006                  1.7617986554150498E+003                  1.7606964130934866E+003                  1.1015734647773512E+000                  1.2082152207506091E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  4.9714257147862797E+017                                  "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20210120" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  7.2068224888405663E-001                  1.8192630800171863E+000                  3.6645181401501175E+000                 -7.9208334654578794E+000                  3.5767023374643898E+000                  7.6525167539072669E-001                  2.3445417100534061E-001                  2.9415360393270085E-004 
                                       2                  7.2068224888369625E-001                  1.8192630799958462E+000                  3.6645181415834829E+000                 -7.9208334635576740E+000                  3.5767023407799945E+000                  7.6525167539072669E-001                  2.3445417100534061E-001                  2.9415360393270085E-004 
                                       3                  7.2068224888236754E-001                  1.8192630799171494E+000                  3.6645181456136311E+000                 -7.9208334582149265E+000                  3.5767023501023747E+000                  7.6525167539072669E-001                  2.3445417100534061E-001                  2.9415360393270085E-004 
                                       4                  7.2068224887894705E-001                  1.8192630797145728E+000                  3.6645181564163862E+000                 -7.9208334438937689E+000                  3.5767023750908846E+000                  7.6525167539072669E-001                  2.3445417100534061E-001                  2.9415360393270085E-004 
                                       5                  7.2068224886963739E-001                  1.8192630791632043E+000                  3.6645181835678562E+000                 -7.9208334078992308E+000                  3.5767024378965719E+000                  7.6525167539072669E-001                  2.3445417100534061E-001                  2.9415360393270085E-004 
                                       6                  7.2068224884695153E-001                  1.8192630778196244E+000                  3.6645182328804506E+000                 -7.9208333425259552E+000                  3.5767025519643485E+000                  7.6525167539072669E-001                  2.3445417100534061E-001                  2.9415360393270085E-004 
                                       7                  7.2068224881152676E-001                  1.8192630757215935E+000                  3.6645183137033017E+000                 -7.9208332353801323E+000                  3.5767027389199662E+000                  7.6525167539072669E-001                  2.3445417100534061E-001                  2.9415360393270085E-004 
                                       8                  7.2068224875170894E-001                  1.8192630721788643E+000                  3.6645184517563059E+000                 -7.9208330523659658E+000                  3.5767030582567205E+000                  7.6525167539072669E-001                  2.3445417100534061E-001                  2.9415360393270085E-004 
                                       9                  7.2068224864884411E-001                  1.8192630660866724E+000                  3.6645186889178056E+000                 -7.9208327379683912E+000                  3.5767036068430582E+000                  7.6525167539072669E-001                  2.3445417100534061E-001                  2.9415360393270085E-004 
                                      10                  7.2068224847223705E-001                  1.8192630556270983E+000                  3.6645190933297696E+000                 -7.9208322018602493E+000                  3.5767045422938422E+000                  7.6525167539072669E-001                  2.3445417100534061E-001                  2.9415360393270085E-004 
